judul_lagu;nama_artis;playlist_name;url;genre_lagu;lyrics
Puan Kelana;Silampukau;FOLK /INDIE INDONESIA;31VumPyqGjXeqYDQRy90y0;['indonesian folk', 'indonesian indie', 'surabaya indie'];Kau putar sekali lagi Champs-�lys�es Lidah kita bertaut � la Fran�aise Langit sungguh jingga itu sore Dan kau masih milikku  Kita tak pernah suka air mata Berangkatlah sendiri ke Djuanda Tiap kali langit meremang jingga Aku 'kan merindukanmu  Ah, kau puan kelana Mengapa musti ke sana? Jauh-jauh puan kembara Sedang dunia punya luka yang sama  ...
When You Love Someone;Endah N Rhesa;FOLK /INDIE INDONESIA;1HT7YpdOHJJBHLOdJMuksc;['indonesian folk', 'indonesian folk pop', 'indonesian indie'];I love you but it's not so easy to make you here with me I wanna touch and hold you forever But you're still in my dream And I can't stand to wait 'til night is coming to my life But I still have a time to break a silence  When you love someone Just be brave to say that you want him to be with you When you hold your love Don't ever let it go Or you will lose your chance To make your dreams come true  I used to hide and watch you from a distance and I knew you realized ...
Man Upon the Hill;Stars and Rabbit;FOLK /INDIE INDONESIA;5tqlMABsdJTo2ng2PnBkoT;['indonesian folk', 'indonesian indie', 'indonesian indie pop'];Hey man upon the hill, up here I used to write you You loved the way I watch the sun Through my finger We spent sometimes to the day we met Can I fall into your constellation?  Ah-ah-ah-ah-ah ah Ah-ah-ah-ah ah Ah-ah-ah-ah ah I  Ah-ah-ah-ah-ah ah Ah-ah-ah-ah ah Ah-ah-ah-ah ah I  We drove in the wind Opened the window Waved to nothing ...
Sesuatu Di Jogja;Adhitia Sofyan;FOLK /INDIE INDONESIA;0MAIxtXWimwhAAQOST9jp7;['indonesian folk', 'indonesian folk pop', 'indonesian indie', 'indonesian singer-songwriter'];Hey cantik Coba kau catat keretaku tiba pukul empat sore Tak usah kau tanya aku ceritakan nanti  Hey cantik Ke mana saja tak ada berita sedikit cerita Tak kubaca lagi pesan di ujung malam  Dan Jakarta muram kehilanganmu Terang lampu kota tak lagi sama Sudah saatnya kau tengok puing yang tertinggal Sampai kapan akan selalu berlari Hingga kini masih selalu kunanti-nanti  Terbawa lagi langkahku ke sana Mantra apa entah yang istimewa Kupercaya selalu ada sesuatu di Jogja ...
Desember;Efek Rumah Kaca;FOLK /INDIE INDONESIA;0yyRL7Rxr4oJ6uI7DYe2OT;['indonesian alternative rock', 'indonesian indie', 'indonesian indie rock'];S'lalu ada yang bernyanyi dan berelegi Di balik awan hitam S'moga ada yang menerangi sisi gelap ini Menanti seperti p'langi Setia menunggu hujan reda  Aku selalu suka Sehabis hujan di bulan Desember Di bulan Desember  S'lalu ada yang bernyanyi dan berelegi ...
Untuk Perempuan Yang Sedang Di Pelukan;Payung Teduh;FOLK /INDIE INDONESIA;0urpBLpcm6DOGzs86rcKd8;['indonesian folk', 'indonesian indie', 'indonesian pop', 'indonesian singer-songwriter'];Tak terasa gelap pun jatuh Di ujung malam menuju pagi yang dingin Hanya ada sedikit bintang malam ini Mungkin kar'na kau sedang cantik-cantiknya  Lalu mataku merasa malu Semakin dalam ia malu kali ini Kadang juga ia takut Tatkala harus berpapasan di tengah di pelariannya  Di malam hari Menuju pagi Sedikit cemas ...
Adelaide Sky;Adhitia Sofyan;FOLK /INDIE INDONESIA;3843qh8Ih59FwSCDzPigNU;['indonesian folk', 'indonesian folk pop', 'indonesian indie', 'indonesian singer-songwriter'];I need to know what's on your mind These coffee cups are getting cold Mind the people passing by They don't know I'll be leaving soon  I'll fly away tomorrow To far away I'll admit a clich� Things won't be the same without you  I'll be looking out my window seeing Adelaide sky Would you be kind enough to remember? And I'll be hearing my own foot steps under Adelaide sky Would you be kind enough to remember me?  ...
Sebelah Mata;Efek Rumah Kaca;FOLK /INDIE INDONESIA;3M0RfjqAJZ1f6qXJkP1Uej;['indonesian alternative rock', 'indonesian indie', 'indonesian indie rock'];Sebelah mataku yang mampu melihat Bercak adalah sebuah warna-warna mempesona Membaur suara, dibawanya kegetiran Begitu asing terdengar  Sebelah mataku yang mempelajari Gelombang 'kan mengisi seluruh ruang tubuhku Terbentuk dari sel aku Dan tiap tetes adalah sebuah proses yang alami  Tapi sebelah mataku yang lain menyadari ...
Berdua Saja;Payung Teduh;FOLK /INDIE INDONESIA;7tZ69fC235bauF9Dyxk8Ps;['indonesian folk', 'indonesian indie', 'indonesian pop', 'indonesian singer-songwriter'];Ada yang tak sempat tergambarkan oleh kata Ketika kita berdua Hanya aku yang bisa bertanya Mungkinkah kau tahu jawabnya?  Malam jadi saksinya Kita berdua di antara kata Yang tak terucap ...
Resah;Payung Teduh;FOLK /INDIE INDONESIA;1k5vv2ood14aa5uBYWBlWh;['indonesian folk', 'indonesian indie', 'indonesian pop', 'indonesian singer-songwriter'];Pa-ra-ra-ra-ra Pa-ra-ra-ra-ra Pa-ra-ra-ra-ra Pa-ra-ra-ra-ra Pa-ra-ra-ra-ra Pa-ra-ra-ra-ra Oh-oh-oh  Aku ingin berjalan bersamamu Dalam hujan dan malam gelap Tapi aku tak bisa melihat matamu  Aku ingin berdua denganmu ...
Kau;Fiersa Besari;FOLK /INDIE INDONESIA;64YjjOv1yfygQwJO45l2ve;['bandung indie', 'indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk'];Kutitip rindu Di sela malam Berharap esok pagi kauambil Di sudut langit  Menaruh angan Dalam warnamu Tak hendak kulepaskan kenangan Yang merantaiku ...
April;Fiersa Besari;FOLK /INDIE INDONESIA;31DB7WsYqarEOUSQUzMLt8;['bandung indie', 'indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk'];Coba tanya hatimu sekali lagi Sebelum engkau benar-benar pergi Masih kah ada aku di dalamnya? Karena hatiku masih menyimpanmu  Kisah kita memang baru sebentar Namun kesan terukir sangat indah Ku memang bukan manusia sempurna Tapi tak pernah berhenti mencoba  Membuatmu tersenyum Walau tak pernah berbalas Bahagiamu juga bahagiaku  Saat kau terlalu rapuh Pundak siapa yang tersandar? Tangan siapa yang tak melepas? ...
Forget Jakarta;Adhitia Sofyan;FOLK /INDIE INDONESIA;4UucLisbPzUcqYCE6cQX2z;['indonesian folk', 'indonesian folk pop', 'indonesian indie', 'indonesian singer-songwriter'];I'm waiting in line to get to where you are Hope floats up high along the way I forget Jakarta All the friendly faces in disguise This time, I'm closing down this fairytale  And I put all my heart to get to where you are And maybe, it's time to move away I forget Jakarta And all the empty promises will fall This time, I'm gone to where this journey ends  But if you'll stay, I will stay Even though the town's not what it used to be And pieces of your life you try to recognize All went down  ...
Waktu Yang Salah (feat. Thantri);Fiersa Besari;FOLK /INDIE INDONESIA;25qm0qQzdRkWe96BKuaiHt;['bandung indie', 'indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk'];Jangan tanyakan perasaanku Jika kau pun tak bisa beralih Dari masa lalu yang menghantuimu Karena sungguh ini tidak adil  Bukan maksudku menyakitimu Namun tak mudah 'tuk melupakan Cerita panjang yang pernah aku lalui Tolong yakinkan saja raguku  Pergi saja engkau pergi dariku Biar kubunuh perasaan untukmu Meski berat melangkah Hatiku hanya tak siap terluka  Beri kisah kita sedikit waktu Semesta mengirim dirimu untukku ...
Lagu Romantis;Sisir Tanah;FOLK /INDIE INDONESIA;7igRDYFdNeWRo7SbVnhxjj;['indonesian folk', 'indonesian folk pop', 'indonesian indie'];Kasih, melangkah denganku Lalui luka, hadapi gelap Kasih, pegang erat tanganku Nikmati kitab, tanpa air mata  Menarilah... Tergelincir... ...
Konspirasi Alam Semesta;Fiersa Besari;FOLK /INDIE INDONESIA;5VBc6Sp6kjpxMcMazWHZs4;['bandung indie', 'indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk'];Diam dan rasakan Debaran jantungku Saat kau ulurkan Tangan untuk menolongku  Kepakkan sayapmu Bawa aku terbang Luka yang tersisa Luruh dalam dekapmu  ...
Hingga Detik Ini;The Rain;FOLK /INDIE INDONESIA;3GyD6J564PrcpuUMecGJlC;['indonesian pop rock', 'indonesian rock'];Aku berdiri di sini Di tempat di mana dulu Pertama kita bertemu Pertama 'ku menatapmu  Ingatkah kau saat itu? Kau tersenyum kepadaku Berbekal senyuman itu Kujalani hidup  Hingga saat ini ...
Garis Terdepan;Fiersa Besari;FOLK /INDIE INDONESIA;5LjtZJr2XsaeEdieJ5rrcS;['bandung indie', 'indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk'];Bilur makin terhampar Dalam rangkuman asa Kalimat hilang makna Logika tak berdaya  Di tepian nestapa Hasrat terbungkam sunyi Entah aku pengecut Atau kau tidak peka  Ku mendambakanmu, mendambakanku  ...
Celengan Rindu;Fiersa Besari;FOLK /INDIE INDONESIA;3PP3wvqF7TqSBuM1JYVWCC;['bandung indie', 'indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk'];Aku kesal dengan jarak Yang sering memisahkan kita Hingga aku hanya bisa Berbincang dengamu di-Whatsapp  Aku kesal dengan waktu Yang tak pernah berhenti bergerak Barang sejenak Agar aku bisa menikmati tawamu  Inginku berdiri di sebelahmu Menggenggam erat jari-jarimu Mendengarkan lagu Sheila on Seven Seperti waktu itu Saat kau di sisiku  Dan tunggulah aku di sana Memecahkan celengan rinduku ...
Juara Kedua;Fiersa Besari;FOLK /INDIE INDONESIA;2jAUKxvRvPoQ5y3pQduNQX;['bandung indie', 'indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk'];Berapa banyak lagi cemburu? Berapa banyak bual? Terhanyut menepis realita Kau bukanlah milikku  Aku pilihan, kaulah jawaban Jelaskan arti adil Tolong menetap utuh karena Aku letih berbagi  Mampukah kekasihmu setangguh aku? Menunggu tapi tak ditunggu Bertahan tapi tak ditahan  Sampai kapan kau mau begini Menjalani kisah rahasia? Tak sadarkah di balik senyuman ...
8 Tahun;Adhitia Sofyan;FOLK /INDIE INDONESIA;3yEmHh3T377wlTwKIAI2Cg;['indonesian folk', 'indonesian folk pop', 'indonesian indie', 'indonesian singer-songwriter'];Ketika angin bicara Tunjukkan arah titik bertemu Maukah kau simpan waktu? Lupakan dunia, temui aku di sana  Mm-mm, mm-mm Temui aku  Mulutku diam, terkunci ...
Gagal Bersembunyi;The Rain;FOLK /INDIE INDONESIA;3w2yEEB0g2AiKF8juCtx69;['indonesian pop rock', 'indonesian rock'];Hei! apa kabarmu jauh di sana? Tiba-tiba teringat Cerita yang pernah Kita upayakan  Ku pikir Aku berhasil melupakanmu Berani-beraninya Kenangan itu datang tersenyum  Meskipun Jalan kita tak bertemu Tapi tetap indah bagiku S'moga juga bagimu  Kau tahu aku merelakanmu ...
Pesan Di Balik Awan;Adhitia Sofyan;FOLK /INDIE INDONESIA;4T51zxzV0v4BPbjeEfWkDt;['indonesian folk', 'indonesian folk pop', 'indonesian indie', 'indonesian singer-songwriter'];Ku tuliskan cerita Pada bentang hitam langit malam Terbisikkan dalam diam Sampaikah padanya?  Kusampaikan berita Tentang tanya lama yang tersimpan Kukirimkan jelang pejam Sampaikah disana?  ...
Nona Senja;Fiersa Besari;FOLK /INDIE INDONESIA;5vPfmTRmaRLDyJR1lHAWeE;['bandung indie', 'indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk'];Rembulan tak bersinar Di ujung jelaga Pandangan semakin nanar Setengah terjaga  Rindu terhalang sekat Harap yang terpatah Kau tak hendak terikat Ringkih kuterpapah  Hanya kau yang tahu caranya Membuat diriku terluka Dan hanya kau yang tahu caranya Menyembuhkan hatiku  ...
Blue Sky Collapse;Adhitia Sofyan;FOLK /INDIE INDONESIA;3o4nMGqSQrvOPpR39O7wwC;['indonesian folk', 'indonesian folk pop', 'indonesian indie', 'indonesian singer-songwriter'];As I walk to the end of the line I wonder if I should look back To all of the things that were said and done I think we should talk it over  Then I notice the sign on your back It boldly says try to look away I go on pretending I'll be okay This morning it hits me hard that  Still everyday I think about you I know for a fact that's not your problem But if you change your mind you'll find me Hanging on to the place Where the big blue sky collapse  ...
Mengunci Ingatan;Barasuara;FOLK /INDIE INDONESIA;6GuzpsXffl4qXzruQwKzQx;['indonesian indie', 'indonesian indie rock'];Sembuhkan lukamu Yang membiru Serpihan hatimu Yang berdebu  Pagimu yang terluka Malammu yang menyiksa Hal yang ingin kau lupa Justru semakin nyata  Sembuhkan lukamu Yang membiru Serpihan hatimu Serpihan hatimu  Pagimu yang terluka Malammu yang menyiksa Hal yang ingin kau lupa Justru semakin nyata ...
Aku Duduk Menanti;Silampukau;FOLK /INDIE INDONESIA;1kPvq9ERw5l5vHrthv9IWT;['indonesian folk', 'indonesian indie', 'surabaya indie'];Seperti takdir yang panjang dan pedih Dalam hidup yang muram dan letih  'Ku masih di sini Kududuk menanti ...
Ya, Kamu;Nosstress;FOLK /INDIE INDONESIA;2DH8Tb7WcYGBF4swSmEOni;['indonesian folk', 'indonesian folk pop', 'indonesian indie'];Telah ku coba dan sungguh rumit kepala ini Tak mudah sederhana Entah berapa yang telah aku tulis Namun rasa tiada yang berarti  Ternyata betapa susahnya Menyusun lagu cinta untukmu Ku pikir akan bakal mudahnya Seperti kata lagu temanku ...
Tanam Saja;Nosstress;FOLK /INDIE INDONESIA;0dWzGxp4VTINPb7NoFnpBS;['indonesian folk', 'indonesian folk pop', 'indonesian indie'];Aku merasakan ini Kamu tau aku sakit hati Melihat semua mati di hadapanku Dan yang tersisa cuma debu  Ini serius Tentang bumi ini Alam ini Dan kebun di depan rumahku  Tentang pohon pisang Tentang rumput liar Tentang capung, tentang burung ...
Bianglala;Silampukau;FOLK /INDIE INDONESIA;1mW5nRUb27mbJ5iRIjicrp;['indonesian folk', 'indonesian indie', 'surabaya indie'];Taman Remaja Surabaya Sajikan canda tepis gulana Oh, senangnya!  Aih, ya Tuan Di sanalah hiburan murah Di Surabaya  Irama dangdut hingar berdenyut Menghibur hati ...
Rangkum;Polka Wars;FOLK /INDIE INDONESIA;4j9AWlGmYrQwjxvmObIzXm;['indonesian indie'];Tersingkap bila Menatap cah'ya Di dalam bahaya terjamah  Bersila diam Menuju terang Deras bulir meresapi lara  Malam musim semi Raja alam rasa Berakhir di sana Kata rangkumkan udara ...
Mapan;Polka Wars;FOLK /INDIE INDONESIA;2i0ar9UgVqmzTx08OG7ToR;['indonesian indie'];Bersama, tak senada Terikat, tak senyawa Serikat sirna asa Oh hampa ah-ah-ah-ah  Bertanya ada apa Tertawa tak bahagia Bertanya apa ada Oh hampa ah-ah-ah-ah  Ber-asa mapan Demi sandang, pangan, papan Bahagia korban Demi gaya hidup aman  Berdansa, tanpa rima ...
Gersang;Figura Renata;FOLK /INDIE INDONESIA;6GtyaDJoqL5X0MN0bmojuT;['indonesian folk', 'indonesian folk pop', 'indonesian indie', 'semarang indie'];Yang lemah semakin di bawah Yang kuat jadi serakah Tindas menindas hingga tandus Berasap kecil berakhir hangus Kau bawa sedikit keberanian Terpaksa namun tetap bukan pilihan  Hijau kau buat hitam Hitam kau buat hijau Imitasi, tak bergizi Hijau kau buat hitam Hitam kau buat kelam Tak bertepi, hingga nanti  ...
Teralih - Aero's Tape;Matter Halo;FOLK /INDIE INDONESIA;5tCuz8G2joSFqU7wwuSMZL;['indonesian folk', 'indonesian indie'];Kita teralih Terlalu tinggi Terbuai 'kan mentari Tak mau kembali  Kita melayang terlalu lama ...
Mandiri;Polka Wars;FOLK /INDIE INDONESIA;0mjR0pWFaTw4YdpiL5C4dE;['indonesian indie'];Tayang ulang Usai terbayang  Asa pun sirna Telah kunantikan  Kerap gentayang Surut terpasang  Cahaya senja Telah 'ku berkawan  (Apa daya) Tak ada kata Tak ada apa  Setapak mandiri Tak ada hirau untuk sang hati ...
Cerita Senja;Pygmy Marmoset;FOLK /INDIE INDONESIA;4FAXjZsRKftPYYguOo2YOI;['indonesian indie'];Melihatmu dari tepi kota Mega mekar menawan Manja terbuai semilir senja Kulihat dia merona  Gemulai dia menari Memayungi letihnya hati Bertutur ia tentang Setiap peluh dan asa Memberi tanda Saatnya rebahkan raga  Bawa aku ke sana ...
Tiga Pagi;Fletch;FOLK /INDIE INDONESIA;5rvG9HP6uIoYwlC5kOvCtL;['indonesian folk', 'indonesian indie'];Dalam diam Ada luka Yang tertawa riang  Dan Hening yang menangis Terlalu dalam  Dalam diam Ada luka ...
Mokel�;Polka Wars;FOLK /INDIE INDONESIA;792iC8Z68k3mXflvrhOohS;['indonesian indie'];As the white dreams go static by the winds While it wipes all the trees and clouds All the visions of a muddled memory fades beneath all the blurry stills  As the white dreams go static by the winds While it wipes all the buildings and grounds As the pearly gates closing unforseen Swallowed up by the hands of time  And all of the signs lead it in it's turning the tide into fiends And all of the signs lead it in it's turning and turn the tide into fiends  ...
Matahari Terbit;Pohon Tua;FOLK /INDIE INDONESIA;0cuit2cmMoOqmDuUq05Rio;['indonesian folk', 'indonesian indie'];Tidurlah tidur dekap saja aku Aku di sampingmu Gusah kau risau malam 'kan pergi Esok burung-burung 'kan bernyanyi pagi  Langit gempita cemburu melihat Bintang benderang Kuberbisik rendah menyulam saja Banjiri mimpimu warna-warna surga  ...
Puisi Pagi;MarcoMarche;FOLK /INDIE INDONESIA;7zDGRvUdsgVWBfsYp6YffE;['indonesian folk', 'indonesian indie'];Hujan turun lagi Semesta bersuka dan menari Bintang jatuh lagi Kabulkan puisinya sendiri  Bila tiada waktu 'tuk kembali  Rintik hujan pagi Mengisi relung-relung di jiwa ...
fake optics;Ardhito Pramono;FOLK /INDIE INDONESIA;6claTdKnG2FOnikFadYeno;['indonesian indie', 'indonesian jazz', 'indonesian pop', 'jazz pop'];If I could picture all my friends in this lonely world It will be hundred thousand pictures on my head But then I realized that my life's been so much mess It's only just you and me, friend  My life has been fooled On someone who always been there cooked ...
Untitled;MALIQ & D'Essentials;FOLK /INDIE INDONESIA;1i9iliTpiPLizleapSg37I;['indonesian jazz', 'indonesian pop', 'indonesian reggae'];Ketika Kurasakan sudah Ada ruang di hatiku Yang kau sentuh, oh  Dan ketika Kusadari sudah Tak selalu indah Cinta yang ada, ooh-ooh  Mungkin memang 'Ku yang harus mengerti Bila 'ku bukan yang ingin Kau miliki Salahkah 'ku bila Kaulah yang ada di hatiku  Adakah 'ku Singgah di hatimu ...
Bila;Ardhito Pramono;FOLK /INDIE INDONESIA;5Ojd4SytPvwpTtajKhy0fb;['indonesian indie', 'indonesian jazz', 'indonesian pop', 'jazz pop'];Bersandar di sana Kini kau t'lah tiada Pesan t'lah tersampaikan Kelak jadi kenyataan  Bila saja dikau bisa berbicara, oh Izinkan daku pergi menuju surga Kenangan kita di masa nostalgia  ...
bitterlove;Ardhito Pramono;FOLK /INDIE INDONESIA;74OLXYsvpfmSgPCMMi898K;['indonesian indie', 'indonesian jazz', 'indonesian pop', 'jazz pop'];There is bitter in everyday But then I feel it That you would be the only one Well sometimes, it doesn't have to be so sure The sweetest love can be so hard to find  We'll be better, in every way But, then I would go to be in other space Sometimes, the bitter of love can be so good It's like a coffee with a rainbow's mood  Sometimes you feel off, but sometimes you're feeling right ...
Cemas;Pusakata;FOLK /INDIE INDONESIA;4ncV8mLgWwyFAsR5gdHqKI;['indonesian indie', 'indonesian singer-songwriter'];Gadis kecil berlari tertatih Ditelan gelap malam Mencari sebentuk Asa yang telah menua bersama langkah kakinya Yang tak pernah berhenti Tak tahu ke mana akan dibawa, dilabuh  Di tangannya segenggam harap yang murni Tanpa rekayasa, berwarna-warni Dan kadang cukup mewangi Dibagikan pada segenap makhluk yang ditemui Di kanan-kiri jalan yang sepi ...
Merantau;Kapal Udara;FOLK /INDIE INDONESIA;6bZRedyNgxD6LXj4TJThZ2;['indonesian folk'];Lalalala lalalalala, hei!  Suatu hari sebelum menua Kau pergi, pergi Dalam hati kau menghibur diri Bernyanyi ...
I Love You but I'm Letting Go;Pamungkas;FOLK /INDIE INDONESIA;01beCqR9wsVnwzkAJZyTqq;['indonesian pop', 'indonesian singer-songwriter'];Hmm, no  Sunday night after a rainy day I delete all your pictures I walk away from you  Nights are the hardest But I'll be okay If we are meant to be Hey, we'll find our way But now, let it be  'Cause you know what they say If you love somebody Gotta set them free ...
Amin Paling Serius;Sal Priadi;FOLK /INDIE INDONESIA;2KHllq5yeqjTyXnQPPUPMG;['indonesian pop', 'malang indie'];Aku tahu, kamu lahir dari Cantik utuh cahaya rembulan Sedang aku dari badai marah riuh yang berisik Juga banyak hal-hal yang sedih  Tapi menurut aku, kamu cemerlang Mampu melahirkan bintang-bintang Menurutku, ini juga kar'na hebatnya badaimu Juga kar'na lembutnya tuturmu  'Tuk petualangan ini Mari kita ketuk pintu yang sama Membawa amin paling serius Seluruh dunia ...
